x,y
1426,1799
1105,1484
633,1903
2137,444
2084,669
1730,1468
1451,581
1727,1060
510,547
826,58
745,42
1370,1599
2134,467
1211,2033
2249,1439
226,1521
2464,1366
1189,1286
2249,2385
963,925
651,2127
804,1183
1795,698
1373,602
419,1275
2274,1764
1239,113
1373,1087
1410,1067
210,2436
1979,422
157,2187
2252,1439
1329,1977
132,163
748,2199
2032,1400
1460,1009
2430,2418
2448,780
1019,2391
1307,1426
104,1749
1111,168
816,1431
969,2391
729,2246
475,1118
2074,1617
2205,517
1019,1565
707,1615
1173,2010
126,725
891,2190
2186,498
1276,335
1832,733
891,811
841,2302
2105,258
238,694
738,1670
2261,1243
141,111
1907,1476
1545,73
1123,85
1104,2075
735,2103
869,1217
1157,388
978,2147
1344,181
1335,2237
484,1732
2323,1838
894,1803
2304,294
1032,1906
225,160
2133,423
2426,403
2460,1605
63,1148
1207,691
2195,60
490,68
610,2025
1947,248
903,2118
2133,2108
1922,2282
1372,1421
588,1180
1506,1019
809,2317
1166,2387
309,290
1085,2177
25,155
1113,948
1409,2279
421,1125
1263,2051
1041,1600
253,1642
1869,634
340,1163
1191,594
1956,2203
1931,155
296,1233
831,323
1975,1958
1018,1862
1869,2207
725,972
1015,1330
1919,288
1116,2399
528,2256
1306,1851
2344,2433
1135,2218
1116,162
1063,2021
2310,2477
2076,467
996,96
890,751
2450,1996
2394,1210
2040,357
1809,1014
2447,777
2037,1400
1638,1861
578,1831
109,2422
1569,322
243,700
2394,2420
1959,2209
796,1610
2266,1251
824,47
146,103
2054,1012
868,1580
2132,712
2372,223
1119,2069
662,1410
1946,1883
1547,356
1600,1286
224,2309
1524,1830
1644,2315
2024,486
96,1160
2021,2146
1812,1691
1131,1456
1793,597
1408,1525
68,1126
1977,2052
1106,1474
2200,6
2350,1272
1343,751
1952,242
2465,166
1262,917
2409,2468
674,1410
958,1254
1843,1864
1458,214
877,2030
1109,1951
1556,722
858,941
1084,1927
2027,2257
970,2251
964,2053
2247,2075
161,1700
2431,1722
970,878
398,1487
1140,1862
705,1959
1640,2310
2206,2284
1562,309
186,2420
2128,356
1790,695
105,2428
1559,64
342,1607
2368,2174
577,1054
2053,2280
1199,593
1020,2290
2321,124
1155,663
58,1949
976,2152
733,959
2187,855
1473,1512
1001,1739
1662,348
1448,1286
2240,2263
1286,334
555,464
1699,1871
901,740
1143,857
1470,1519
410,1153
873,181
301,580
2137,2105
1908,107
2343,985
533,2245
2458,2001
820,2095
2103,2093
2243,1137
1792,1410
1183,1951
845,1708
2352,2207
39,1805
2134,1765
1942,1299
586,1816
1298,1478
1261,929
2062,1009
1664,2043
2249,46
2196,547
1267,2116
882,2266
520,1961
1242,126
2196,2118
1239,2298
804,949
1795,1424
592,1651
1786,1395
1195,2416
2096,1830
2023,1838
1917,295
1189,2250
391,1903
963,1260
545,887
882,1508
2492,756
1273,2017
854,1670
639,448
726,2293
994,105
316,93
1630,1602
2029,79
676,2289
1039,2465
654,1985
2180,684
2205,239
2445,768
1592,1865
1117,2034
2417,329
2124,449
769,1434
1717,1527
1142,2479
1592,484
1048,1090
1723,1054
1463,1615
347,1567
1123,2478
7,1935
1670,1126
1026,1749
1179,1945
1748,350
2457,1280
2367,781
1444,2339
2289,1805
1545,1304
35,1799
906,746
191,1636
1807,596
2267,1542
2214,3
1254,2265
2089,2014
1528,215
557,51
1279,1662
1241,2378
2195,850
2133,1750
1057,816
2195,1519
2086,472
1213,1433
1838,916
1679,1424
2404,715
1757,92
2360,625
2164,1599
1054,2146
1347,2292
44,1555
719,577
1012,1789
2357,1356
1088,1160
334,1404
474,2360
1666,831
1281,475
2338,1451
2170,1950
591,680
1582,2127
1557,71
2142,1496
1412,522
2363,225
678,1480
340,2271
600,1648
597,1768
2416,1409
2185,850
1660,333
1747,2410
597,269
2229,2413
1616,811
712,1709
1496,985
1247,1976
1728,1064
2419,84
2456,202
2366,589
405,2003
349,1681
433,2246
483,1667
1993,1428
1521,1703
2266,1533
305,1355
2453,803
955,1265
849,1302
1075,268
1181,1815
690,1810
374,299
1831,893
1644,1678
392,1568
802,1271
2328,1550
2272,592
1644,2161
721,2029
302,1730
927,2101
196,2497
1371,855
467,2345
1731,1187
2306,1257
668,1399
2350,786
1078,1294
1924,342
1377,1643
1647,1132
1280,1076
983,2112
1017,1665
2406,1176
752,1166
1065,947
680,495
1090,1286
1556,1283
889,2195
749,1327
124,732
2119,1682
2172,2185
1436,1409
2181,2171
945,1434
1221,193
2315,1081
317,1071
2412,3
1020,1746
811,2161
995,1728
736,2201
345,2279
708,2391
655,1384
1467,318
2365,772
1905,786
2340,2282
2284,468
948,1913
457,1186
976,2398
904,511
373,1034
1743,1479
2131,424
1470,1665
820,162
714,1389
1230,877
2112,267
1498,1809
416,919
667,1710
1755,79
798,520
895,524
92,1147
1130,1079
1127,957
1264,2253
1646,151
2249,448
2489,305
698,1815
2168,240
1214,2423
1733,1325
1261,1776
45,1244
1164,2391
695,1190
1929,152
1195,2150
1608,601
2068,98
1416,2280
1170,2003
2252,342
517,1864
754,768
369,1382
2314,369
1404,1738
1039,2239
1851,1421
76,959
888,2189
1789,1421
922,71
726,1089
2099,618
567,2119
2320,1073
1251,726
1963,2440
866,680
2186,902
1117,161
2124,1682
679,1482
2370,218
872,1272
950,1999
1589,1192
1497,1088
35,1597
1545,1074
2289,1591
2041,1539
1642,2166
825,1431
2367,1244
978,1591
503,2160
1922,1812
1676,1779
331,1403
378,2314
306,1355
2248,1135
1947,724
225,1145
2133,1504
2239,1127
1838,2067
847,1780
393,9
1294,1069
337,2111
607,1592
1891,979
1057,2151
2307,2471
803,1263
784,1893
2220,2491
588,347
853,1865
2223,2280
638,1413
1085,1114
1579,2116
1872,2250
1225,2467
2073,108
2382,486
787,2424
1666,1132
859,1954
1269,1779
681,1914
921,779
2167,773
1490,1324
1635,1726
1250,640
1937,464
1356,1576
731,1053
2394,1646
1803,1515
550,2187
659,1369
377,2305
430,1781
665,1404
2341,2431
2419,1415
2366,2178
1008,2108
1287,1124
955,1543
2391,1589
927,1621
40,1573
224,150
1075,1791
874,176
249,709
2088,725
283,2355
1650,2321
1231,284
1293,969
2191,399
1731,1433
933,1994
880,624
43,1608
2297,1586
852,1790
2428,488
1578,568
587,1047
649,1976
699,2409
718,1918
1430,1804
637,1910
2409,842
2406,1410
1918,1951
1796,1685
2228,2290
1581,1621
1609,32
2141,2152
911,2146
2362,579
2097,2498
705,1427
2315,1839
730,966
817,2321
861,1852
2368,1999
423,833
211,1351
1827,343
783,2261
1559,1652
602,1992
1746,157
755,1666
1327,2440
842,1115
2125,2013
1358,2051
886,636
1668,2484
2499,516
2393,1033
1333,51
164,710
2471,1626
1271,2111
886,2267
482,481
708,1435
429,678
1877,2251
664,1889
1233,272
2193,935
1615,675
2237,1130
1071,961
1105,2050
776,62
1364,1597
407,0
926,1136
873,1278
248,525
1027,1575
17,78
1836,611
2020,2300
1705,2292
1646,2322
1255,2398
1033,1003
279,187
1942,2410
742,1167
1914,1941
2399,1608
73,1588
313,1029
832,19
2115,1
1923,2155
1664,562
1973,1576
1708,1055
1848,2211
1267,909
2405,328
963,1720
1036,1907
1917,1376
229,1711
1373,2498
2171,2027
1167,903
1351,2262
1089,1931
1951,1771
1270,2082
2208,250
104,535
523,1477
2498,2280
657,1611
341,1186
32,1464
1904,2472
2074,671
1583,2248
576,1701
101,374
1139,2218
1901,2325
1832,2340
1985,1506
2071,1790
297,1313
573,712
384,2452
135,493
601,1523
1798,2368
838,1716
626,614
1963,1115
1223,2039
1516,1027
1670,562
1338,955
1022,416
794,1181
791,1879
2420,1406
213,2435
2192,859
2367,1994
666,1775
1567,1931
975,923
1648,1669
2432,2421
16,1156
2214,607
1676,1433
1879,2274
2348,997
2329,1627
931,1146
2304,1603
1913,1468
1322,1445
1475,1657
2239,1437
1456,1023
912,861
303,288
1707,374
2139,1837
284,2344
1626,1866
875,2354
2485,1966
487,1940
2326,1506
1194,1546
2145,2285
2198,2129
1554,622
1409,1061
156,2177
1800,1510
594,1217
1138,258
965,1318
806,2026
1691,1868
1110,164
1763,2470
1654,417
1465,579
2313,2124
2363,541
884,621
1981,1563
990,230
2497,515
971,2154
47,1559
1331,38
240,2288
2254,2250
890,2198
2034,2011
943,2432
162,971
346,1192
971,1687
2182,2038
547,2192
946,1695
1044,1904
2450,778
1141,308
1881,997
1934,153
433,117
815,2091
1641,1201
734,2105
405,7
1290,1123
2260,516
1518,901
411,2478
2456,1169
1278,337
893,813
980,2248
2054,1809
1008,1997
280,2346
2132,429
846,1713
999,2005
2353,1148
1446,1180
662,1775
2132,2112
18,1146
2272,1036
2113,8
115,2
1678,559
827,2244
1206,2024
1150,254
1131,2162
1703,936
880,1382
668,683
1477,487
2063,2283
1647,1680
2465,897
983,467
1137,1235
1896,620
699,536
649,2127
1527,1558
2381,1726
1874,2251
1927,2391
1868,2197
1918,300
1014,1282
1483,2289
1249,731
864,679
1140,2176
2184,905
1514,1697
543,953
2315,1621
1562,627
864,1218
995,236
2030,68
1336,176
1871,1088
1327,2214
1790,1424
1718,737
727,1222
30,806
2321,1842
323,1848
2125,364
1414,1298
770,1385
627,870
867,183
1143,2486
2390,1648
1227,2467
1420,1523
892,578
530,1981
1099,1588
1724,1057
507,548
1233,634
2042,1996
64,215
599,1145
1833,2055
304,582
1920,1654
2290,911
1286,1131
2042,355
460,805
1774,1818
1186,1283
245,1829
1792,2372
1727,2204
764,1438
1889,621
1432,1070
2330,1220
717,1921
636,1847
48,1832
1574,319
2355,772
2159,1802
1007,1992
45,149
1479,974
313,2129
2221,2488
1786,1620
882,1570
132,1115
1013,584
1379,2494
651,253
1580,1630
1354,436
1488,1678
1329,2446
1485,1482
263,256
816,2431
1561,319
1245,1854
2392,2417
2339,1450
132,2321
316,1442
2411,1908
1870,2190
1832,2074
1673,1050
1491,1619
1767,2266
384,2170
841,1110
769,677
972,868
1963,1345
169,1285
1617,1810
713,832
384,1312
2342,1448
738,1269
791,1149
872,191
2395,1610
2432,496
1160,1596
844,61
1104,1582
1095,1588
2102,2083
800,955
2064,2495
1210,762
1941,1920
2373,2251
1051,1714
2367,2181
2401,846
66,2473
663,1300
2329,1837
484,1239
1366,1757
582,1228
2401,1515
1182,1755
2239,1675
2245,2066
1006,1659
418,2016
1456,1024
741,1050
828,1723
2298,912
2086,645
784,1457
184,2417
1409,1295
2360,334
1925,207
1800,1692
1953,1354
650,1213
1551,133
806,2161
1060,608
728,969
781,65
1925,1700
569,1099
474,1117
884,1504
1509,979
2098,1469
2407,1413
1138,1235
1331,2211
2282,2394
368,1427
787,1345
1582,1320
1091,1295
1015,1855
1900,1851
2282,817
884,2270
522,2425
2006,615
946,1417
2316,1066
1672,2043
505,547
81,2152
756,44
2210,1480
768,2136
1563,1651
140,659
2040,1880
1069,946
2057,831
818,2014
2207,1525
1613,821
1544,1284
977,2247
734,1678
1047,2155
1128,1205
1025,1937
1424,1410
1906,2468
796,1141
2478,1548
464,2038
1340,1658
1909,2119
849,49
2043,1469
1940,2157
62,1434
824,2237
2049,1810
1625,1805
2459,266
2353,771
2085,348
1371,1769
1524,1489
43,932
1952,1114
1480,1687
283,2005
1168,1609
1477,721
2138,1498
1081,2180
511,539
2350,1775
1011,579
612,118
649,452
414,1528
2197,852
1656,339
1915,2202
2487,2314
2331,1230
1112,1521
2116,260
1924,2286
568,2319
2063,831
1280,337
618,818
858,1861
1918,2475
540,2253
652,1071
1930,1578
590,1043
1927,1574
1037,752
133,494
546,1229
1221,1423
783,420
864,2024
2253,511
1899,1744
1514,894
2315,228
2209,1913
504,999
543,1288
2128,1911
1274,2242
842,1647
1936,2497
1637,2164
323,1070
476,2040
1986,1639
2418,224
2056,611
1049,1104
2240,1940
814,164
1333,1532
214,1348
1568,1931
1983,1430
2346,980
1339,1323
1233,876
904,1244
848,1294
758,769
795,265
2042,1766
998,1808
373,301
1311,1857
839,1300
2106,1368
1855,1412
326,2113
214,2446
1186,1069
89,1147
2396,1249
142,1263
2084,2019
714,1614
1124,1077
1914,2191
2193,2117
764,676
605,1768
2374,1884
1621,808
823,2313
667,1485
2330,1502
1370,1796
1646,1365
1914,1465
717,1707
1861,2398
1030,1444
957,1436
463,2019
2355,26
1016,2288
1501,1631
2380,1791
2202,1927
1848,1258
2227,2408
748,1858
2221,2210
1214,1743
98,1343
704,824
651,995
944,1911
160,966
1248,933
310,1352
2202,2289
1926,344
1801,1125
2004,612
2032,1137
344,1554
2093,2169
95,2163
182,1626
1220,1582
1895,978
751,2207
576,1169
1630,1105
966,1686
654,1524
1067,185
347,2266
1491,1385
2080,719
1592,1468
1117,1535
2035,868
2186,1787
900,2019
372,1042
269,2164
2211,4
2105,1545
1407,1130
2183,218
1935,158
1185,2244
819,174
1907,1743
1545,368
863,1965
950,1256
1148,249
819,2315
141,2315
2136,1908
2376,931
1542,359
791,2225
825,1650
2055,173
244,606
1994,1624
172,1279
2304,63
875,1592
1620,754
147,1271
1129,1081
1182,1997
663,199
1126,1203
557,1472
462,1360
128,728
1029,338
2114,269
203,2388
822,2315
1391,1230
1688,1941
1679,1933
722,1699
809,2164
2086,2122
694,1541
1713,739
809,465
1953,1116
541,954
2223,1487
1138,854
1604,851
1378,1833
1551,1396
753,1340
1788,2044
2463,817
806,941
1509,1634
921,1993
346,1692
952,1908
553,1287
2076,292
1791,882
1203,765
2316,379
1722,855
1669,1228
1094,2186
1021,1962
1253,1595
2031,2148
190,1639
1700,2302
1544,1082
1541,1086
2456,765
1878,973
665,671
349,1182
609,2413
1700,657
1228,2470
1368,1498
824,312
1128,774
1315,1902
687,1179
606,1993
1206,1476
1572,570
90,2020
1784,704
1212,1465
152,1279
1622,1396
2297,752
1131,1195
283,187
1650,153
2200,1807
1240,2297
668,1890
2350,1281
649,254
1949,1869
746,1338
2135,1857
358,1424
2331,1492
68,2469
1134,2220
1584,1621
383,88
1109,166
205,1428
1137,2481
2337,980
1374,218
2069,277
590,1381
2030,2261
2309,2043
970,919
236,2153
1514,616
543,2022
2209,3
501,2171
1802,1133
2474,121
2418,2407
1283,1936
376,2315
1983,747
298,1310
1905,1383
1559,2300
214,1134
1568,1681
2212,1136
2452,1991
1565,727
2365,2198
761,1505
2343,2058
1590,1034
1883,1084
795,1144
304,1725
301,955
1149,1995
1649,2307
845,830
2218,279
1052,812
1945,1867
605,1522
2287,919
692,1187
1577,2127
1864,1941
1552,87
2349,1616
2293,1598
2084,2135
1423,520
1923,1584
1192,582
2355,2199
2159,1342
2336,2296
611,2379
1108,1481
520,1874
2355,1997
338,1397
1482,982
944,2290
2168,2174
2096,2015
963,1495
1239,22
944,1565
2467,72
2068,605
1061,1102
2308,1100
2096,2170
897,2397
2143,2371
854,1951
1114,172
2430,2413
1720,1321
1441,2328
726,2306
1013,2294
2277,1778
1630,1867
2029,326
138,654
1000,2119
1326,2452
991,95
885,1784
1611,554
2445,1079
966,2151
2174,2185
2052,1947
135,656
2283,1947
1048,1355
1723,1321
1142,259
660,1389
1472,315
1516,1824
2414,2482
710,1603
757,2436
1123,114
2217,1150
1257,1988
763,611
1425,36
1335,569
1229,1046
978,2114
509,1779
975,190
610,2270
2292,2401
1210,1733
894,1834
2454,779
1601,1856
331,844
1126,1957
2133,440
63,1437
557,2191
1891,2059
2133,2013
2423,3
72,219
1841,2075
1478,2289
44,161
2086,2428
881,820
2025,2263
290,1997
443,1777
1300,1787
2357,1619
1041,2244
1244,1989
1378,1587
1219,2029
421,1030
1269,2102
1353,1571
728,1040
2463,559
725,1096
340,1194
1984,1951
940,1629
2313,1202
1110,1409
1822,1863
706,1383
566,2467
1900,2319
1850,2399
2335,374
1847,917
597,2047
1635,1203
1091,2193
480,1079
477,1073
1987,1570
2076,562
1496,1095
2450,1071
1468,1013
2151,1803
2285,1813
737,1282
977,1299
1912,2194
1859,1677
483,1930
949,1949
1778,1607
1675,1431
1968,1691
628,1116
2238,1124
2132,751
690,1547
1296,972
2213,1150
143,663
436,387
1321,1455
1625,1401
152,890
1206,1198
302,300
2194,861
765,770
18,799
1784,1494
774,1390
587,255
1731,1962
2306,1022
2135,111
2465,71
1458,1618
511,1600
646,1991
1527,464
1628,1533
2462,884
1349,1292
964,1326
1084,259
2247,1842
1896,1289
1893,975
2312,861
2362,2180
1109,1968
2166,1926
1065,186
2069,559
1609,565
186,1629
2337,1563
964,2148
1374,1579
1140,1957
889,823
1511,1806
158,890
52,1817
2050,1811
2147,1805
1659,1816
1087,1299
2493,2313
1140,312
789,2440
1790,726
2206,1706
1718,1959
2303,738
1559,97
429,2153
792,2219
1049,1596
976,1004
2259,1544
1146,1784
2393,1598
2081,1612
1593,1471
1001,79
323,87
2340,2067
410,2486
664,185
2346,440
2237,2349
376,1367
1902,1742
1590,1308
301,2240
2240,2358
2290,1741
1230,2463
276,182
2265,1765
304,1443
407,1128
248,1637
1149,1749
2396,725
2112,4
114,50
776,1585
2402,2126
301,1034
2243,1134
120,2419
1264,1200
1102,1860
1864,1675
2349,442
1236,1342
1345,2282
2090,1366
1602,1275
558,1469
1708,199
1267,2085
2045,1590
1526,622
2461,546
1295,969
767,1630
1795,1521
2177,491
1929,1927
1786,1426
2361,1354
2405,837
2333,1844
335,1854
1410,1300
2430,488
1979,749
2074,2128
70,2288
1667,565
341,1695
1332,2236
475,1669
1326,2222
2205,240
1438,1292
601,267
2233,2347
366,1369
453,1906
1198,696
1142,2446
1935,2153
1617,592
1407,1598
953,1271
2342,1774
2130,544
1419,522
1698,1063
79,45
2264,594
1045,1724
238,1926
219,1354
2077,2444
978,457
1022,2386
1907,788
1363,2418
1860,1426
281,184
1422,717
412,1122
2304,747
2401,1577
1032,1543
244,1637
1888,2050
691,1502
1260,725
1922,112
2161,1605
1029,1190
1163,380
1573,313
822,2023
1082,260
2000,1295
1169,2391
1651,1357
766,229
1213,1466
1107,171
2423,1906
1626,1401
959,1618
1353,2051
2201,524
1054,2141
1347,2261
1916,1538
2385,1219
1266,2079
987,1730
2048,1469
968,922
359,1431
25,1451
1219,195
2223,276
1629,1812
2357,770
1919,2394
340,1472
1378,864
1875,2272
2463,1918
1138,2484
1557,88
231,1070
1788,2142
402,2
2338,2292
2031,1874
2254,340
1116,1522
1669,1808
2450,1305
862,1858
550,1920
59,1127
299,948
1094,1101
140,496
1903,2053
112,7
2400,2491
349,1778
2347,1764
575,712
103,2063
1772,2303
143,2312
1594,1479
2079,286
1119,2400
609,1987
2459,553
802,701
696,1960
693,1184
152,2182
1678,2489
130,2314
2135,373
2066,284
1781,806
2297,2390
1709,2037
1112,179
799,1917
1815,61
964,1540
1011,2299
1324,1016
1999,1628
1411,2271
2312,115
2027,59
1974,1606
983,2145
1918,1668
445,1177
2247,125
2178,900
1999,177
2008,284
1609,815
2431,1905
1980,322
1927,453
917,144
811,1013
705,1386
898,2264
792,1611
317,1072
2100,2092
2359,613
102,2066
861,1587
898,575
77,100
2368,216
423,120
58,2460
792,2433
842,832
2011,282
2480,1861
1208,1201
164,975
2471,1869
973,187
661,2121
1473,1235
64,1151
1118,947
929,61
55,1127
954,600
2042,1467
410,1530
1777,1610
1830,732
1618,1614
907,2390
795,2225
2458,266
2059,821
142,2312
1908,1851
2483,757
379,1856
2377,1882
717,2244
985,96
510,1541
388,1567
2196,216
1967,2452
957,2431
1108,2045
2115,264
1973,319
1814,893
804,706
1714,1517
1398,1602
151,101
1555,83
564,1462
944,1065
160,1560
1354,1516
882,1073
1329,1526
944,596
941,1684
210,1438
916,1754
1536,1487
682,2352
620,824
1332,2442
2004,2268
897,755
500,78
2392,1791
567,2468
1982,1635
2364,637
1717,1058
813,464
428,114
997,1391
2211,1478
1382,1838
794,271
1070,2012
598,1305
1742,2410
928,1013
1160,916
2077,1686
1695,652
1969,1622
7,191
1185,1063
1338,2279
1045,2155
1026,997
869,1590
1994,2275
1729,1570
113,530
1051,602
1966,2437
1907,2119
1888,397
325,1165
1260,2392
1779,1528
2401,307
1235,278
2239,739
797,271
2479,1872
1576,314
1922,346
1760,2459
2055,2357
1009,1961
437,384
2379,2248
1456,232
412,2486
356,208
803,531
1785,1621
312,86
2025,70
1863,1422
2067,816
1782,1402
44,1240
1012,1322
541,1912
2466,706
1560,1664
424,686
1459,1606
2357,540
2385,2175
2472,1630
1844,2055
2276,588
315,1732
1557,370
840,1369
2070,290
471,805
2051,2358
2204,1808
971,2405
2104,1528
2009,2274
812,1418
1418,707
2210,16
2031,525
1443,1132
712,2018
2394,1601
622,613
1247,18
2494,2068
218,2435
2210,1975
1722,1192
2413,2140
1719,928
905,2385
2040,1355
477,2479
665,1373
502,1794
2012,1841
12,1676
2037,354
2054,419
2347,439
1753,91
2238,1584
143,1275
1474,1235
277,181
999,1740
2372,1253
1547,1402
936,1010
1212,2427
258,258
1056,1343
202,2496
821,2317
2138,370
1028,1853
1131,1901
2297,467
2350,583
2091,2172
93,2154
87,2260
1737,1565
693,543
780,2174
492,1244
2091,729
1530,1484
1165,385
2465,1176
986,2158
693,2292
983,234
1137,1994
130,1502
1575,1311
1017,1972
1918,1982
1330,2239
1349,309
855,1784
1402,1141
498,67
2141,2121
911,2115
1221,2087
320,1075
2281,1045
2362,610
2256,1057
1380,1432
792,1953
426,119
1606,502
889,1507
2128,2484
470,1664
1355,1510
2253,972
292,1884
426,1770
1587,1319
1790,226
524,1875
2206,1270
2359,2004
2303,182
967,869
1227,1428
1414,172
1043,2142
2206,621
621,2230
482,1661
1271,2076
58,1120
1358,2041
1093,1112
1517,168
1920,2276
1724,1338
2415,302
2053,1367
1339,796
761,2364
1805,811
901,1833
998,1383
1724,861
795,2439
1470,497
1792,2141
1105,1736
2039,69
2352,1610
282,189
2330,1997
120,725
1942,2421
1780,1530
2305,2037
1033,1441
1432,914
2087,2011
1457,577
1108,1547
154,98
673,1074
48,1569
1923,2120
1708,1278
1133,2120
73,114
1842,2056
695,1517
1108,174
117,1613
1055,609
260,1118
497,1170
1136,2475
1555,361
2177,1452
2068,287
469,796
1783,1815
1329,792
1652,2310
2171,1928
1873,987
2049,1470
879,634
860,1778
272,2155
26,1454
2029,1540
969,1590
620,550
751,1672
4,1941
1667,1786
567,1714
2071,287
2364,779
2152,1793
1823,275
1120,2412
841,1373
1636,1196
2105,609
1876,1939
322,2138
319,6
1048,2152
2105,1534
478,1661
1070,653
1022,1918
710,1388
147,2482
2401,2488
1966,2207
1494,984
2136,359
800,692
1941,151
1157,664
60,2472
2401,69
2454,201
1528,1570
2083,2013
1369,610
2161,1041
1500,1624
513,706
2055,2083
2248,1444
1601,1123
672,1901
2354,452
1726,2205
1651,1849
1322,1019
741,1281
116,1842
1347,324
959,2150
1785,900
1679,2494
909,2118
2226,1565
1266,1587
987,1086
97,2272
424,388
2382,2428
2120,1667
468,2425
2028,1883
719,2240
94,1751
753,769
493,1242
1512,1822
787,2223
56,2467
2313,2032
2098,690
2232,1664
2382,1718
471,1075
2444,1069
2301,1598
234,2157
837,1646
990,1596
884,2087
240,698
2095,644
1937,155
1443,1282
712,1304
237,1827
2494,2318
1881,966
1828,731
1809,1685
622,1946
762,2142
1021,407
2082,2124
756,2440
1468,218
1362,437
2207,1276
1700,1737
2082,723
1228,1038
977,2110
575,1713
1008,2369
1334,2450
2391,1504
893,974
1778,808
305,301
1619,276
771,1380
2397,1499
277,1999
2132,460
893,2387
1572,1682
1725,1460
1081,1113
2132,2151
1056,1093
302,1033
1265,1189
2428,2418
2219,1489
1971,1949
43,159
2244,932
1756,169
2225,1332
511,1282
799,1345
2116,1962
252,126
1709,942
2384,1214
1268,2110
1243,36
752,761
546,2200
1171,1687
